name;artist;duration;url;original_url;image;game;amountOfDancers;difficulty;sinceVersion
Stupid Love;Lady Gaga;3:20;https://youtu.be/u27U3xvUKP8?t=20;https://youtu.be/KGrQqkYKTTs?t=20;stupid_love;2022;1;3;8
Sua Cara;Major Lazer ft. Anitta & Pabllo Vittar;2:45;https://youtu.be/ZGJrA5fw8kE?t=5;https://youtu.be/RqIuF8zac3I?t=5;sua_cara;2022;1;1;11
Sucker;Jonas Brothers;2:50;https://youtu.be/tQoco7-BtXQv=x8puDz2QKzs&?t=25s;https://www.youtube.com/watch?v=x8puDz2QKzs&t=25s;sucker;fanmade;1;1;6
Sugar;Maroon 5;3:59;https://youtu.be/5hCW_tV8VZU;null;sugar;2019;2;1;12
Summer;Calvin Harris;3:21;https://youtu.be/D-LJWBPxIgE;null;summer;2015;1;2;0
Summer (Fitness Version);Calvin Harris;3:21;https://youtu.be/09Urn6fnh6c;null;summer_fitness_version;2015;1;2;12
Sunroof;Nicky Youre & Dazy;2:48;https://youtu.be/Xw0EKBNe00E?t=24;https://youtu.be/Rb1GRI41G6s?t=24;sunroof;+;1;2;11
Sunset Driver;Michael Jackson;4:05;https://youtu.be/7Y9PaQ1vwBAv=laFfcPhpDck;https://www.youtube.com/watch?v=laFfcPhpDck;sunset_driver;mje;1;2;11
Super Bass;Nicki Minaj;3:08;https://youtu.be/UKc0WNzkKGo?t=18;https://youtu.be/rRBl1br-sVY?t=18;super_bass;4;1;2;10
Superhero;Just Dance Machine;0:28;https://youtu.be/F4S2Uues_H0;null;superhero;2017;1;1;12
Surfin’ Bird;The Trashmen;1:50;https://youtu.be/aC5Po7A7XIg?t=20;https://youtu.be/wiqxODCmwA0?t=20;surfin_bird;1;1;1;11
Sushi;Merk & Kremont;2:42;https://youtu.be/ksxWDGA-fQo?t=2;https://youtu.be/uaz830inrtM?t=2;sushi;2020;1;1;11
Sushi (extreme version);Merk & Kremont;2:43;https://youtu.be/2nY09sw95swv=R4XilGNr4Pg&?t=10s;https://www.youtube.com/watch?v=R4XilGNr4Pg&t=10s;sushi_extreme;2020;1;4;0
Swalla (Fanmade);Jason Derulo;3:24;https://youtu.be/Ik6bxqX8KZI?t=5;https://youtu.be/H7e0zrRfBYo?t=5;swalla_fanmade;fanmade;1;2;10
Swalla (fanmade);Swalla By Jason Derulo, Nicki Minaj & Ty Dolla $ign (Fanmade);2:40;https://youtu.be/jtavZCAlKZE;null;swalla2;fanmade;3;3;12
Sweet But Psycho;Ava Max;3:01;https://youtu.be/nlw-Yg-9GrM?t=15;https://youtu.be/EbpOF2I3194?t=15;sweet_but_psycho_2023;2023;1;2;9
Sweet But Psycho (fanmade);Ava Max;3:01;https://youtu.be/B_mQK7Y0peAv=Ck2fHwVYouA&star?t=25;https://www.youtube.com/watch?v=Ck2fHwVYouA&start=25;sweet_but_psycho;fanmade;1;1;5
Sweet Sensation;Flo Rida;3:01;https://youtu.be/TXHg0lUIvBY?t=17;https://youtu.be/jkGH7JIHDSk?t=17;sweet_sensation;2019;4;1;11
Swish Swish;Katy Perry ft. Nicki Minaj;3:35;https://youtu.be/KnpfMretm20v=Va5NpYyAoQ4;https://www.youtube.com/watch?v=Va5NpYyAoQ4;swish_swish;2018;4;2;9
Swish Swish (World cup vers. Extreme);Katy Perry Ft. Nicki Minaj ;3:53;https://youtu.be/hyjzUIdKt9g;null;swish_swish_world_cup_vers_extreme;2018;2;4;12
Take On Me;a-ha;3:33;https://youtu.be/-1yKFuhT0sY?t=9;https://youtu.be/yf79FDimTvU?t=9;take_on_me;3;1;1;0
Taki Taki;DJ Snake ft. Selena Gomez, Ozuna, Cardi B;3:30;https://youtu.be/5XCXHC-iq14v=xHwB2Gn3Zz0;https://www.youtube.com/watch?v=xHwB2Gn3Zz0;taki_taki;2020;1;2;10
Taki Taki;DJ Snake, Selena Gomez, Ozuna, Cardi B;3:36;https://youtu.be/Prtco51xTGc;null;taki_taki_fanmade;fanmade;3;3;12
Talk;Khalid;3:10;https://youtu.be/HCN1F9eTJIk?t=3;https://youtu.be/bU0_MmlEKsI?t=3;talk;2020;1;1;9
Talk (Extreme);Khalid;3:13;https://youtu.be/AOGAb_531FE?t=13;https://youtu.be/jM0c4-jOz3M?t=13;talk_extreme;2020;1;4;11
Teacher (car version);Nick Jonas;3:07;https://youtu.be/1S80VhPVGjwv=RTBkbZDjz2s;https://www.youtube.com/watch?v=RTBkbZDjz2s;teacher_car_version;2016;2;1;11
Tel Aviv;Omer Adam ft. Arisa;3:25;https://youtu.be/XSpTPJFlYew?t=20;https://youtu.be/iDM9Zud0CSY?t=20;tel_aviv;2020;3;2;10
Telephone;Lady Gaga;3:23;https://youtu.be/P95PX6A2ZuM?t=20;https://youtu.be/04G8ZrjjVWs?t=20;telephone;2023;1;2;9
Tell Your World;livetune ft. Hatsune Miku;3:55;https://youtu.be/D-gqvMUx7Z8?t=4;https://youtu.be/G_KA0l1bwqM?t=4;tell_your_world;wiiu;1;1;10
Temperature (Extreme);Sean Paul;3:40;https://youtu.be/W7TP7vKdtDY?t=17;null;temperature_extreme;2021;1;4;11
Thank you, Next;Ariana Grande;3:36;https://youtu.be/8c39Fv8t610;null;thank_you_next;2023;1;2;12
That’s Not My Name;The Ting Tings;3:17;https://youtu.be/JbTEdHUze2U?t=11;https://youtu.be/yk16UVCP7wY?t=11;thats_not_my_name;2;1;2;11
The Final Countdown;Europe;4:30;https://youtu.be/pivRs49WvT0v=dhECpzx3-Tg&?t=14s;https://www.youtube.com/watch?v=dhECpzx3-Tg&t=14s;the_final_countdown;4;2;3;0
The Other Side;Jason Derulo;3:36;https://youtu.be/jBctEH34Yewv=TkXMYd4Uwz8;https://www.youtube.com/watch?v=TkXMYd4Uwz8;the_other_side;2014;1;2;10
The Other Side;SZA & Justin Timberlake;3:09;https://youtu.be/w62VtPkxZ9I?t=9;null;the_other_side_sza;2021;1;2;11
The Time (Dirty Bit) (extreme);Black Eyed Peas;3:57;https://youtu.be/Kgdy1hJPRvwv=2NGt0p_aiGQ;https://www.youtube.com/watch?v=2NGt0p_aiGQ;the_time_extreme;2020;1;4;10
The Way;Ariana Grande Ft. Mac Miller;3:49;https://youtu.be/0B2i3aIetJI;null;the_way;2014;2;1;12
The Way I Are;Timbaland ft. Keri Hilson, D.O.E. and Sebastian;2:51;https://youtu.be/opUWnh-RWW4?t=17;https://youtu.be/8sLIimdx-Sk?t=17;the_way_i_are;unlimited;2;2;9
The Way I Are;Bebe Rexha & Lil Wayne ;3:12;https://youtu.be/KKa0njB4aRk;null;the_way_i_are_bebe;2018;2;2;12
The Weekend;Michael Gray;3:03;https://youtu.be/sS2fuI-lM6k?t=12;https://youtu.be/nCcjnYPbz0M?t=12;the_weekend;2021;2;3;10
Therefore I Am ;Billie Eilish;2:56;https://youtu.be/ZCwhFlS2_eQ;null;therefore_i_am;2020;1;1;12
Think About Things;Daði Freyr;2:35;https://youtu.be/LPuRwwpwTzE?t=16;https://youtu.be/nO4Di2XDrPE?t=16;think_about_things;2022;1;2;0
This Is How We Do (Aerobics Version);Katy Perry;3:20;https://youtu.be/Qr_cDV8C9R8v=61GLugcua28;https://www.youtube.com/watch?v=61GLugcua28;this_is_how_we_do_alt;2016;1;2;10
Thriller;Michael Jackson;5:13;https://youtu.be/okH1p2K2kT0v=SPspqQct3eQ;https://www.youtube.com/watch?v=SPspqQct3eQ;thriller;mje;3;3;9
Thunderous;Stray Kids;2:58;https://youtu.be/KfREmMF5w1g?t=26;https://youtu.be/kSYsYKYu6dk?t=26;thunderous;fanmade;1;4;10
TiK ToK;Ke$ha;3:16;https://youtu.be/aWBZZldF04Mv=xUPSMPo1l4U&?t=13s;https://www.youtube.com/watch?v=xUPSMPo1l4U&t=13s;tik_tok;2;1;2;4
Tightrope;Janelle Monáe;3:46;https://youtu.be/FSqd7VX3XH8?t=9;https://youtu.be/-BKJOXw-fG8?t=9;tightrope;3;1;3;11
Till I Find You;Austin Mahone;2:55;https://youtu.be/oPQlHlf3ln4v=pibZlborbPg;https://www.youtube.com/watch?v=pibZlborbPg;till_i_find_you;2015;1;2;9
Timber;Pitbull ft. Kesha;3:39;https://youtu.be/Ucwt7ImQVLkv=L3hIT46XIsM;https://www.youtube.com/watch?v=L3hIT46XIsM;timber;2014;2;2;0
Time Warp;Cast of The Rocky Horror Picture Show;3:04;https://youtu.be/ZTlaxvIHV7M?t=12;https://youtu.be/CZAK2nPs6XI?t=12;timewarp;4;4;1;10
Titanium;David Guetta ft. Sia;3:21;https://youtu.be/Su_R2UcOk7Qv=uX1sirWd23E;https://www.youtube.com/watch?v=uX1sirWd23E;titanium;2017;1;2;10
Tití Me Preguntó;Bad Bunny;4:04;https://youtu.be/I6TLV02LK58?t=14;null;titi_me_pregunto;2024;3;2;11
Todo De Ti;Rauw Alejandro;3:16;https://youtu.be/bivT_fRb8Ns?t=32;https://youtu.be/lxM9CPZHWj0?t=32;todo;fanmade;1;2;9
Todo de Ti;Rauw Alejandro;3:18;https://youtu.be/c7Nj3-A7Ag4;null;todo_de_ti;2024;1;2;12
Toxic (extreme);Britney Spears;3:06;https://youtu.be/UMgppb9RmAk?t=20;https://youtu.be/gHPVlnOvq08?t=20;toxic_extreme;2023;1;4;11
Toxic (jd2 version);Britney Spears;3:20;https://youtu.be/0NMub4pUCw8v=prN_wIwHDKA;https://www.youtube.com/watch?v=prN_wIwHDKA;toxic;2;1;1;3
Toxic (jd2023 version);Britney Spears;3:18;https://youtu.be/1q2o1az3PmA?t=3;https://youtu.be/h-j4VqbY-6Y?t=3;toxic_new;2023;1;2;9
Toy;Netta;3:49;https://youtu.be/-PWNloxvn7I?t=15;https://youtu.be/IBed8ZvR1EQ?t=15;toy;2019;1;2;10
Treasure;Bruno Mars;3:12;https://youtu.be/bKJS9Xl_gBM?t=9;null;treasure;2024;1;2;11
Trenuletul; Zdob și Zdub & Advahov Brothers;3:54;https://youtu.be/PvkYwsp3DNI;null;trenuletul;2023;3;2;12
Troublemaker;Olly Murs ft. Flo Rida;2:57;https://youtu.be/v7ZOYXbup_M?t=14;https://youtu.be/y8CiBufsxWE?t=14;troublemaker;2014;1;2;9
Tsukematsukeru (つけまつける);Kyary Pamyu Pamyu;4:15;https://youtu.be/4zhRX4dpjoM?t=18;https://youtu.be/_XM_1gnIt1A?t=18;tsukematsukeru;wiiu;1;1;8
Turn Me On;Kevin Lyttle;2:49;https://youtu.be/W93eiVOf2mU;null;turn_me_on;dc2;1;3;12
Turn Up the Love;Far East Movement ft. Cover Drive;3:11;https://youtu.be/lFX1hDjZOzov=kic5gAeYB68;https://www.youtube.com/watch?v=kic5gAeYB68;turn_up_the_love;2023;2;2;9
Twerk;Just Dance Machine;0:26;https://youtu.be/tkQRilg0RsY?t=10;https://youtu.be/lXpSgUhscE0?t=10;twerk;2017;1;1;11
U Can’t Touch This;MC Hammer;3:25;https://youtu.be/3qa7gpImQzc?t=18;https://youtu.be/hjUb1p3qPBc?t=18;u_cant_touch_this;1;1;1;11
U.S.A.;DA PUMP;3:58;https://youtu.be/X9UeTs9qroM;null;usa;2021;4;2;12
Ubu Love;Naniwa Danshi;3:44;https://youtu.be/YnjcUpPReKg;null;ubu_love;2023;3;3;12
Uchū Dance!;Cotori (コトリ) with Stitchbird (ステッチバード);2:22;https://youtu.be/4zKWHUi1gWAv=nmXgs4sYc5s;https://www.youtube.com/watch?v=nmXgs4sYc5s;uchu_dance;ykwd;4;2;10
Umbrella;Rihanna;4:05;https://youtu.be/GCP5YpylXCc?t=9;https://youtu.be/5X_0mhASGXc?t=9;umbrella;4;1;2;6
Un Poco Loco;Disney-Pixar’s Coco;1:58;https://youtu.be/IaTXaEoOYKc;null;un_poco_loco;2019;1;1;12
Uno;Little Big;2:35;https://youtu.be/fPOIGCMOBXE?t=9;https://youtu.be/jo59XSz9Llg?t=9;uno;2021;4;2;9
Uptown Funk;Mark Ronson ft Bruno Mars;3:57;https://youtu.be/T-QpvBJ3rzo?t=15;https://youtu.be/aXpsRVBTeE4?t=15;uptown_funk;2016;1;2;8
Vampire;Olivia Rodrigo;3:48;https://youtu.be/XnoCNbLSw3M;null;vampire;2024;2;2;12
Video Killed the Radio Star;The Buggles;3:02;https://youtu.be/A8cJqzQrj-Uv=PUZSFZ5ReBA&star?t=10;https://www.youtube.com/watch?v=PUZSFZ5ReBA&start=10;video_killed_the_radio_star;3;1;2;1
Viva Las Vegas;Elvis Presley;2:18;https://youtu.be/yCuFP6kBkrk?t=11;https://youtu.be/HVUIQpBX6yw?t=11;viva_las_vegas;2;1;2;11
Vodovorot;XS Project;2:54;https://youtu.be/pLCFXfLmFKY?t=15;https://youtu.be/Vf2s-fakSIo?t=15;vodovorot;2020;1;3;6
WANNABE (Alternate);Itzy;3:22;https://youtu.be/_TsJD84XWOk?t=7;https://youtu.be/OhuYxsqvVRo?t=7;wannabe_alternate;2023;1;2;11
Waka Waka (This Time for Africa) (Football Version) ;Shakira;3:10;https://youtu.be/zlmRuqAfXBIv=itujySaLqak;https://www.youtube.com/watch?v=itujySaLqak;waka_waka;2018;4;1;9
Wake Me Up;Avicii ft. Aloe Blacc;3:08;https://youtu.be/x63izHya_h0v=J22YyKtHUaY;https://www.youtube.com/watch?v=J22YyKtHUaY;wake_me_up;2014;1;2;10
Walk Like an Egyptian;The Bangles;3:04;https://vimeo.com/875694868?share=copy#?t=11;https://youtu.be/14En9FmB-vs?t=11;walk_like_an_egyptian;2;1;1;10
Walk This Way (Extreme);Run-DMC and Aerosmith;3:29;https://youtu.be/_FtgCrap_o4?t=7;https://youtu.be/REeWXmNF3R0?t=7;walk_this_way_extreme;2015;1;4;11
Walking on Sunshine;Katrina and the Waves;3:12;https://youtu.be/vHlWmwBklL0?t=3;https://youtu.be/VeIah3Gx-Xs?t=3;walking_on_sunshine;2023;1;2;11
Wanna be;Spice Girls;2:45;https://youtu.be/-itFqcUPrKc?t=10;https://youtu.be/qdXoDJ1ney0?t=10;wannabe;1;1;1;0
Wannabe (extreme);Itzy;3:05;https://youtu.be/u3X2jliAcR8v=6CRkGt9TZ6Y;https://www.youtube.com/watch?v=6CRkGt9TZ6Y;wannabe_extreme;2023;3;4;9
Want to Want Me;Jason Derulo;3:26;https://youtu.be/8M2EonHEdkM;null;want_to_want_me;2016;1;2;12
Wasabi (Extreme);Little Mix;2:51;https://youtu.be/e93y3gx-zoU?t=10;null;wasabi_extreme;2024;2;4;11
Watch Me (Whip/Nae Nae);Silentó;2:53;https://youtu.be/A5aOkFHnJHc?t=25;https://youtu.be/YfjCRFQIrw0?t=25;watch_me_whip_nae_nae;2017;4;1;10
Watch Out for This (Bumaye);Major Lazer ft. Busy Signal, The Flexican and FS Green;3:28;https://youtu.be/C3QSPkFAabA?t=11;null;watch_out_for_this;2023;4;2;11
We Don't Talk About Bruno;Disney;3:25;https://youtu.be/ahaXDh9oFQE?t=6;https://youtu.be/NFhRIaoB55Y?t=6;we_dont_talk_about_bruno;2023;1;2;9
We No Speak Americano (Extreme Version);Yolanda Be Cool ft. DCUP
(Hit The Electro Beat);3:04;https://youtu.be/uWeHu-sdu1M;null;we_no_speak_americano_extreme_version;fanmade;2;4;12
We R Who We R;Ke$ha;3:23;https://youtu.be/G7xeGW7_Oms?t=3;https://youtu.be/0SsFkDse-cQ?t=3;we_r_who_we_r;4;1;2;1
We speak no americano;Hit the electro beat;3:05;https://youtu.be/ARi01j7q0UMv=ZE46WnZ4Jno;https://www.youtube.com/watch?v=ZE46WnZ4Jno;we_speak_no_americano;4;1;2;0
What About Love;Austin Mahone;3:16;https://youtu.be/R7XG2nCCuQ8v=AkeDYciAbfU;https://www.youtube.com/watch?v=AkeDYciAbfU;what_about_love;2014;1;2;11
What Does The Fox Say?;Ylvis;3:20;https://youtu.be/Z8UqiR4dyN4?t=47;https://youtu.be/8xYBrbiwJLU?t=47;what_does_the_fox_say;2015;3;2;10
What Is Love;Ultraclub 90;3:25;https://youtu.be/5aW5YHOV74A;null;what_is_love;2017;1;1;12
What Is Love (Car Version);Haddaway;3:04;https://youtu.be/MZGK5_cTr1Uv=v8dJ-Qe-psc;https://www.youtube.com/watch?v=v8dJ-Qe-psc;what_is_love_car_version;2017;2;2;10
What Makes You Beautiful;One Direction;3:15;https://youtu.be/r25ila8lbcg?t=12;https://youtu.be/El9__hdsuaQ?t=12;what_makes_you_beautiful;4;4;1;1
What Makes You Beautiful (Extreme Version);One Direction;3:17;https://youtu.be/K7n2eP4gQYov=OT9IrnWsFe4&star?t=13;https://www.youtube.com/watch?v=OT9IrnWsFe4&start=13;what_makes_you_beautiful_extreme;4;1;4;1
What You Waiting For;Gwen Stefani;3:35;https://youtu.be/eqCmj7uQOYc?t=6;https://youtu.be/woUAO7rGCAc?t=6;what_you_waiting_for;3;1;2;7
When I Grow Up;The Pussycat Dolls;3:40;https://youtu.be/1yhAuQfInKIv=VuUlekqp-c8;https://www.youtube.com/watch?v=VuUlekqp-c8;when_i_grow_up;2;1;1;10
Where Have You Been;Rihanna;4:05;https://youtu.be/6DcoH1TKF1o?t=22;https://youtu.be/jiLUvXUJa48?t=22;where_have_you_been;2014;1;3;0
Where Have You Been (Extreme);Rihanna;4:10;https://youtu.be/ZTRWkEBmaykv=GfD6GJ7F1nA;https://www.youtube.com/watch?v=GfD6GJ7F1nA;where_have_you_been_extreme;2014;1;3;11
Whine Up;Kat DeLuna;3:50;https://youtu.be/zcqT7MinLFQ;null;whine_up;2024;1;3;12
Whip My Hair;WILLOW;2:36;https://youtu.be/ZPgCbe_chcg;null;willow;other;1;3;12
White Noise;Disclosure ft. AlunaGeorge;3:20;https://youtu.be/QoW_xvoCoUI?t=29;https://youtu.be/_JZrudRyq9s?t=29;white_noise;2020;1;2;10
Whitney;Rêve;3:15;https://youtu.be/UaEvziReueU?t=8;null;whitney;2024;1;2;11
Who Let the Smurfs Out?;Tom Zehnder & Brian Ibarra;2:21;https://youtu.be/G8u_bqslnOo?t=18;https://youtu.be/gwyXrtVyK10?t=18;who_let_the_smurfs_out;sendhelp;1;2;10
Wild;Jessie J ft. Big Sean;3:28;https://youtu.be/NwI4IEfytVgv=dgddMAHqh68;https://www.youtube.com/watch?v=dgddMAHqh68;wild;2014;1;2;11
Wild Wild West;Will Smith;3:27;https://youtu.be/ydHlETasOWUv=3Yby1ym6egc;https://www.youtube.com/watch?v=3Yby1ym6egc;wild_west;4;4;1;10
Wild Wild West (Extreme);Will Smith;3:27;https://youtu.be/UdVO1yWzPos?t=13;https://youtu.be/V6bTlLdK0XU?t=13;wild_wild_west_extreme;4;1;4;11
Witch;pashe ft. Alina Pash;3:39;https://youtu.be/FccZO2g3fg8;null;witch;2023;1;2;12
Without Me;Eminem;4:05;https://youtu.be/qO17LVxt04M?t=13;https://youtu.be/hCF5af4tmAc?t=13;without_me;2021;3;3;9
Without Me (Extreme);Eminem;3:24;https://youtu.be/xNxDoC8UeD8;null;without_me_extreme;2022;1;4;12
Wolves;Selena Gomez, Marshmello;3:18;https://youtu.be/kQx5rWWKt8kv=02ixqN5AM4M&?t=12s;https://www.youtube.com/watch?v=02ixqN5AM4M&t=12s;wolves;fanmade;1;2;7
Woman;Doja Cat;2:39;https://youtu.be/tqJI1zBF_V8?t=18;https://youtu.be/6c5gXVYc60U?t=18;woman;2023;4;2;10
Woman (All-Mother Version);Doja Cat;3:30;https://youtu.be/l-BO5zdfjl8?t=28;https://youtu.be/d8qYeuXJLQo?t=28;woman_all_mother_version;2023;1;2;11
Woman (VIP VERSION);Doja Cat;2:56;https://youtu.be/oLKSvpI8oTM;null;woman_vip_version;2023;1;4;12
Womanizer;Britney Spears;3:25;https://youtu.be/fKyBvHCsk-0?t=8;https://youtu.be/4WkAVrlGc1o?t=8;womanizer;1;1;1;8
Won't Be Long;Exile & Koda Kumi;3:57;https://youtu.be/_U8I-FaKqj0v=Hb_Rg2bGRLg;https://www.youtube.com/watch?v=Hb_Rg2bGRLg;wont_be_long;wii;2;1;10
Work Bitch (Extreme);Britney Spears;3:43;https://youtu.be/CUAPWdbzOUE?t=2;null;work_bitch_extreme;2019;1;4;11
Worth It;Fifth Harmony Ft. Kid Ink;3:46;https://youtu.be/EVDXVZ5_dEU;null;worth_it;2017;1;3;12
Worth It (Fanmade);Fifth Harmony ft. Kid Ink;3:32;https://youtu.be/U6Yw3bUK3qc?t=5;https://youtu.be/gcMWR5wSFMA?t=5;worth_it_fanmade;fanmade;1;2;11
Wouldn’t It Be Nice;The Beach Boys;2:08;https://youtu.be/8lMygQg5PAYv=W1o1Yu74dyE;https://www.youtube.com/watch?v=W1o1Yu74dyE;wouldnt_it_be_nice;2023;2;1;11
Y.M.C.A;Village People;3:36;https://youtu.be/7yqUZnNQdD4?t=10;https://youtu.be/YCDCwuGcEmA?t=10;ymca;2014;4;1;0
Yameen Yasar;DJ Absi;3:24;https://youtu.be/wtTJKJHXyIs;null;yameen_yasar;2021;3;3;12
Yo-kai Taiso Dai-Ichi;Dream5;2:19;https://youtu.be/ip9MmL13sHA;null;yo-kai_taiso_dai-ichi;ykwd;2;1;12
You Can Dance;Chilly Gonzales;2:50;https://youtu.be/09UhgpBf71s?t=17;https://youtu.be/5muI50FMMXo?t=17;you_can_dance;2022;1;1;11
You Don’t Know Me;Jax Jones ft. RAYE;3:33;https://youtu.be/BChmDrKb04k?t=28;https://youtu.be/MWCrWyaVr2s?t=28;you_dont_know_me;unlimited;1;1;11
You Make Me Feel...;Cobra Starship ft. Sabi;3:27;https://youtu.be/zYQ2Qtxg4xw?t=15;https://youtu.be/SawiuSMGW2E?t=15;you_make_me_feel;4;1;1;9
You Spin me Round (Like a Record);Dead or Alive;2:57;https://youtu.be/owMLxdrKWosv=b_rI0UaI00g;https://www.youtube.com/watch?v=b_rI0UaI00g;you_spin_me_round;2015;1;2;0
You’ve Got a Friend In Me;Randy Newman;2:00;https://youtu.be/CzeSO4RYzEE?t=11;https://youtu.be/KpaBB335svY?t=11;youve_got_a_friend_in_me;2021;1;1;11
Zenit;ONUKA;3:53;https://youtu.be/WNiKf7h5QP0;null;zenit;2021;1;1;12
Zero To Hero;Hercule;2:59;https://youtu.be/_814pSygzzY;null;zero_to_hero;2024;3;2;12
abc;The Jackson 5;2:00;https://youtu.be/gGv86uKXYJI?t=13;https://youtu.be/GD0iEr3zajY?t=13;abc;kids;1;1;11
thatPOWER (Extreme Version);will.i.am Ft. Justin Bieber;4:22;https://youtu.be/Zp0_AQjn2ec?t=20;https://youtu.be/TQgIM93bGM4?t=20;that_power_extreme;2014;1;4;1
Échame La Culpa;Luis Fonsi;2:38;https://youtu.be/AEmonL-hMQs?t=14;https://youtu.be/RzvXipjAcmI?t=14;la_cupa;fanmade;2;2;9
